@RELATION stars

@ATTRIBUTE object_id STRING
@ATTRIBUTE spectral_class NUMERIC
@ATTRIBUTE luminosity_class NUMERIC
@ATTRIBUTE motion_type NUMERIC
@ATTRIBUTE v_magnitude NUMERIC
@ATTRIBUTE parallax NUMERIC
@ATTRIBUTE pm_ra NUMERIC
@ATTRIBUTE pm_dec NUMERIC
@ATTRIBUTE radial_velocity NUMERIC
@ATTRIBUTE ra_degrees NUMERIC
@ATTRIBUTE dec_degrees NUMERIC
@ATTRIBUTE b_magnitude NUMERIC
@ATTRIBUTE r_magnitude NUMERIC
@ATTRIBUTE g_magnitude NUMERIC
@ATTRIBUTE j_magnitude NUMERIC
@ATTRIBUTE h_magnitude NUMERIC
@ATTRIBUTE k_magnitude NUMERIC
@ATTRIBUTE i_magnitude NUMERIC
@ATTRIBUTE distance_pc NUMERIC

@DATA
'HR 6740','K','III','High_Proper_Motion',6.392,5.5786,-12.532,-65.417,-18.42,271.951521,-64.55017,7.674,?,?,4.389,3.655,3.591,?,179.26
'HD 295192','G','V','Normal',9.72,3.3419,5.424,-19.455,-33.88,98.794204,-3.067754,10.66,?,?,8.154,7.737,7.581,?,299.23
'HR 8430','F','V','Normal',3.77,84.0054,295.476,27.442,-6.94,331.752773,25.345099,4.2,?,?,2.95,2.729,2.5,?,11.9
'HIP 117611','F','V','Normal',8.5,9.4347,31.99,-5.379,20.4673,357.788938,-19.049543,8.97,?,?,7.487,7.258,7.117,?,105.99
'HIP 95371','A','V','Normal',8.56,5.4767,-1.596,-20.572,?,291.028033,10.544518,8.84,?,?,8.059,8.012,7.988,?,182.59
'HD 72445','A','V','Normal',9.07,2.6889,-10.962,8.325,?,128.135013,-13.946094,9.19,?,?,8.782,8.756,8.711,?,371.9
'HIP 26575','K','V','Normal',8.16,1.7251,-2.811,-7.474,-25.3,84.749076,4.138661,9.76,?,?,5.279,4.542,4.181,?,579.68
'HIP 112149','B','IV','Normal',8.25,3.2273,20.803,3.331,?,340.740306,-2.682541,8.22,?,?,8.246,8.302,8.3,?,309.86
'HIP 195','F','V','Normal',7.61,8.8386,11.888,-28.654,-2.74,0.62578,47.42289,8.11,?,?,6.631,6.424,6.388,?,113.14
'HIP 74429','K','III','Normal',7.62,5.027,42.908,-19.696,9.1,228.169072,-60.091651,8.76,?,?,5.64,5.223,4.917,?,198.93
'HIP 35533','A','V','Normal',7.35,5.1954,-13.398,-12.351,?,109.998204,2.460432,7.57,?,?,6.867,6.845,6.756,?,192.48
'HIP 56223','F','V','Normal',9.24,3.3711,-12.981,0.854,1.69,172.889975,29.003424,9.66,?,?,8.421,8.252,8.206,?,296.64
'HR 6650','K','III','Normal',6.193,6.373,-9.062,-32.639,-48.71,267.681684,11.94655,7.441,?,?,4.037,3.406,3.173,?,156.91
'HD 216282','K','V','Normal',7.22,2.58,-10.487,-12.024,-38.23,342.724984,51.612835,8.78,?,?,4.42,3.662,3.495,?,387.6
'HD 119133','M','III','Normal',9.268,1.5735,-40.118,-4.313,10.18,205.433573,-19.136443,10.212,9.004,10.384,4.18,3.199,2.935,7.497,635.53
'HD 350118','G','V','Normal',11.36,3.6425,20.598,-21.224,-11.5,292.976482,20.493506,11.79,?,?,9.87,9.61,9.521,?,274.54
'HR 7876','A','II','Normal',6.18,0.9763,-2.449,-4.948,-12.7,308.710015,51.854223,6.494,?,?,5.336,5.246,5.104,?,1024.28
'HR 732','A','V','High_Proper_Motion',5.99,11.5937,-51.227,-51.617,-2.3,37.688347,0.255752,6.169,?,?,5.683,5.631,5.598,?,86.25
'HD 73830','A','V','Normal',8.38,3.1515,-15.208,-1.699,?,129.656968,-45.798492,8.58,?,?,7.9,7.862,7.808,?,317.31
'HIP 100423','G','V','High_Proper_Motion',9.3,13.974,84.328,-191.692,62.69,305.450432,-21.591231,9.95,?,?,8.063,7.76,7.692,?,71.56
'HR 2087','K','III','Normal',4.961,10.1427,34.59,-14.688,59.5,88.874645,-37.120683,6.058,?,?,3.036,2.499,2.423,?,98.59
'HIP 43539','A','IV','Normal',?,4.93,-4.29,-0.58,4.2,133.014158,4.466137,?,?,?,6.903,6.846,6.829,?,202.84
'HIP 41476','A','IV','Normal',8.35,2.7971,-7.695,-1.361,?,126.88904,-25.08049,8.49,?,?,8.025,7.981,7.963,?,357.51
'HD 30357','F','V','Normal',9.49,5.5392,11.07,-39.978,1.92,71.708113,-3.658738,9.89,?,?,8.62,8.55,8.421,?,180.53
'HD 37677','F','V','Normal',9.18,5.368,23.475,38.845,?,84.425773,-49.580537,9.67,?,?,8.31,8.122,8.057,?,186.29
'HR 6950','G','V','Normal',6.48,28.5239,16.278,-264.697,-65.0,277.673545,20.815047,7.28,?,?,5.113,4.681,4.634,?,35.06
'HD 338114','F','V','Normal',10.31,3.1331,0.086,-15.474,4.0,289.622467,26.145025,10.68,?,?,9.427,9.262,9.204,?,319.17
'HIP 55742','A','IV','Normal',8.62,1.9838,0.822,-4.614,?,171.319395,-26.870861,8.81,?,?,8.251,8.214,8.178,?,504.08
'HIP 27352','A','III','Normal',8.91,4.9218,10.522,-3.688,-19.410999,86.892701,3.640053,9.28,?,?,8.297,8.178,8.124,?,203.18
'HD 64050','F','V','Normal',9.25,3.5825,-15.931,-9.141,-29.54,118.382569,37.434052,9.7,?,?,8.288,8.149,8.036,?,279.13
'HR 6658','K','III','Normal',?,3.96,0.88,-4.93,-11.94,268.347797,-34.895121,?,?,?,3.763,3.125,3.034,?,252.53
'HD 59668','F','V','Normal',8.64,7.5385,-9.2,-6.897,-17.25,113.026517,27.114535,8.98,?,?,7.969,7.812,7.781,?,132.65
'HR 5388','A','V','Normal',5.93,7.9699,-6.395,-13.597,-10.5,216.003659,8.243968,5.984,?,?,5.77,5.812,5.721,?,125.47
'HR 4040','F','IV','High_Proper_Motion',6.58,10.6688,-90.689,-15.38,-0.36,154.191139,-20.669683,7.04,?,?,5.691,5.457,5.391,?,93.73
'HD 83654','A','V','Normal',9.94,1.9131,-11.298,6.461,?,144.600794,-51.026611,9.99,?,?,9.758,9.732,9.72,?,522.71
'HIP 20362','B','V','Normal',9.69,1.4821,-2.894,0.17,?,65.412059,62.799082,10.09,?,?,8.903,8.869,8.782,?,674.72
'HR 9097','B','I','Normal',6.22,0.8162,-4.421,-0.519,-41.3,0.857148,63.640517,6.56,?,?,5.41,5.336,5.269,?,1225.19
'HIP 100331','G','V','Normal',9.86,5.7809,-8.539,-35.619,35.44,305.208275,-43.604124,10.46,?,?,8.876,8.654,8.589,?,172.98
'HIP 4808','K','III','Normal',8.92,1.8478,-5.633,-3.078,-10.55,15.429609,-3.600832,10.12,?,?,6.851,6.21,6.087,?,541.18
'HIP 5381','F','V','High_Proper_Motion',8.95,12.6655,190.339,24.486,16.79,17.20951,-59.637155,9.49,?,?,7.88,7.633,7.536,?,78.95
'HD 84383','B','II','Normal',10.09,0.595,-6.15,3.221,?,145.679019,-59.218173,10.2,?,?,10.11,10.117,10.096,?,1680.67
'HIP 73206','A','V','Normal',7.39,5.6853,22.456,5.222,-11.0,224.428985,44.466302,7.51,?,?,7.026,7.0,6.989,?,175.89
'HD 181305','B','V','Normal',9.88,1.1933,0.697,-1.007,?,289.955979,6.168218,10.32,?,?,8.818,8.725,8.621,?,838.01
'HIP 18767','G','V','Normal',8.43,3.4046,-5.296,-0.212,-14.95,60.30153,37.126735,9.49,?,?,6.54,6.044,5.927,?,293.72
'HR 3966','A','II','Normal',6.19,1.0012,-7.841,3.544,-1.69,150.74976,-60.178676,6.36,?,?,5.689,5.583,5.516,?,998.8
'HIP 39301','A','V','Normal',8.29,4.9892,-9.553,-12.419,4.96657,120.530758,54.615192,8.5,?,?,7.797,7.802,7.756,?,200.43
'HIP 47471','K','III','Normal',8.78,1.5624,-31.686,22.819,36.3,145.150665,-48.408974,10.26,?,?,6.065,5.319,5.083,?,640.04
'HIP 81048','F','V','Normal',?,8.25,10.42,18.6,-14.9,248.302072,30.907497,?,?,?,6.947,6.779,6.755,?,121.21
'HD 329027','B','I','Normal',9.91,0.3695,-0.492,-1.974,-41.0,252.612246,-47.155923,10.8,9.67,11.01,7.961,7.716,7.578,9.06,2706.36
'HIP 2776','K','V','Normal',9.68,1.8093,-4.853,-24.935,-10.01,8.859082,-13.917885,10.92,?,?,7.673,7.083,6.948,?,552.7
'HR 363','Unknown','V','Normal',6.347,3.3467,61.015,-53.013,5.95,18.520438,28.529569,8.016,?,?,2.734,1.858,1.637,?,298.8
'HIP 113174','F','V','High_Proper_Motion',5.901,23.4306,88.512,6.113,-28.09,343.76103,37.076828,6.295,?,?,5.059,4.875,4.832,?,42.68
'HD 341984','A','V','Normal',9.83,2.7919,4.796,-19.124,-6.73,274.726905,21.133679,10.21,?,?,9.211,9.096,9.028,?,358.18
'HIP 87389','G','V','Normal',9.66,1.23,2.707,-16.26,-13.77,267.883338,-50.115248,10.5,?,?,7.89,7.479,7.365,?,813.01
'HIP 13801','K','V','Normal',10.11,16.7312,-24.663,-91.739,-40.04,44.428176,23.962382,9.37,?,?,8.193,7.679,7.554,?,59.77
'HIP 95060','A','V','Normal',8.05,3.0156,3.92,-10.745,?,290.124117,19.096398,8.25,?,?,7.554,7.509,7.443,?,331.61
'HD 340539','A','V','Normal',11.21,1.2622,3.156,-0.335,8.61,308.902976,27.767953,11.48,?,?,10.074,9.821,9.774,?,792.27
'HD 191395','B','V','Normal',8.46,0.5622,-4.368,-5.521,2.0,302.03245,39.750796,8.49,?,?,8.307,8.345,8.351,?,1778.73
'HD 118998','K','III','Normal',6.88,6.6011,30.077,-33.085,74.84,205.402627,-45.493829,8.15,?,?,4.643,3.904,3.903,?,151.49
'HIP 52604','K','V','Normal',8.78,1.8908,-21.302,-14.256,21.78,161.357449,7.991145,9.77,?,?,7.129,6.621,6.508,?,528.88
'HIP 20326','F','V','Normal',7.96,7.9915,-12.64,-19.69,?,65.319347,38.244283,8.26,?,?,7.284,7.15,7.097,?,125.13
'HD 154368','O','I','Normal',6.13,0.9396,1.231,-2.175,11.0,256.618203,-35.451045,6.63,?,?,5.024,4.851,4.754,?,1064.28
'HIP 43682','K','V','Normal',9.12,2.2643,0.967,-10.846,-35.68,133.479312,20.918432,10.12,?,?,7.244,6.719,6.59,?,441.64
'HD 135717','A','V','Normal',9.97,1.2066,-10.373,-12.939,?,230.131045,-67.592821,10.14,?,?,9.567,9.524,9.505,?,828.78
'HD 348231','K','V','Normal',10.03,3.35,8.708,0.156,?,274.376477,19.602613,10.32,?,?,9.36,9.293,9.164,?,298.51
'HD 95093','A','V','Normal',9.76,2.0401,-9.754,4.642,?,164.456094,-56.319821,9.98,?,?,9.454,9.347,9.316,?,490.17
'HD 323820','A','V','Normal',?,0.6015,-0.33,-4.634,?,263.733733,-40.986948,10.6,?,?,10.658,10.565,10.545,?,1662.51
'HIP 97692','K','III','Normal',7.53,3.7046,3.679,8.922,11.27,297.81041,-24.898555,8.69,?,?,5.513,4.934,4.761,?,269.93
'HIP 62586','G','V','Normal',10.67,0.8455,-28.126,-3.865,-20.27,192.363252,35.038918,11.63,?,?,9.009,8.46,8.436,?,1182.73
'HIP 56404','G','V','Normal',8.73,0.9357,-0.164,3.094,-8.9,173.446845,-31.087989,10.68,?,?,6.151,5.391,5.174,?,1068.72
'HR 8870','A','V','Normal',6.51,7.3447,57.017,-8.954,7.3,349.760054,45.136749,6.67,?,?,6.107,6.028,6.027,?,136.15
'HD 49280','A','V','Normal',10.88,0.87,0.254,8.605,?,101.60752,-28.254299,11.0,?,?,10.867,10.821,10.804,?,1149.43
'HD 195731','G','V','Normal',8.44,2.0133,2.236,-0.164,-118.16,308.265307,-0.117106,9.65,?,?,6.251,5.582,5.435,?,496.7
'HIP 70055','F','V','Normal',9.57,3.09,-34.465,-6.257,?,215.046409,-35.910873,9.96,?,?,9.009,8.912,8.819,?,323.62
'HR 8387','K','V','High_Proper_Motion',4.69,274.8431,3966.661,-2536.192,-40.035,330.840223,-56.785979,5.75,?,?,2.89,2.349,2.237,?,3.64
'HD 220170','K','V','Normal',8.66,5.9721,-0.191,-5.028,16.67,350.38403,24.945758,8.93,?,?,8.109,8.02,7.976,?,167.45
'HD 290653','G','V','Normal',10.8,4.2143,-4.327,8.258,51.5,83.955494,-0.360662,11.2,?,?,9.682,9.474,9.394,?,237.29
'HD 128088','A','III','Normal',9.93,3.7708,11.781,-8.705,?,219.262758,-57.298826,10.42,?,?,9.053,8.9,8.827,?,265.2
'HD 330599','A','V','Normal',10.94,1.6752,-1.99,-6.797,?,246.080698,-47.438557,11.19,?,?,10.358,10.283,10.253,?,596.94
'HIP 17191','F','IV','High_Proper_Motion',7.58,12.1057,105.493,41.187,36.7,55.215226,-12.615786,8.0,?,?,6.748,6.579,6.48,?,82.61
'HIP 50523','A','IV','Normal',8.37,4.5618,-12.246,-4.149,-9.61,154.793627,-9.335449,8.56,?,?,8.14,8.144,8.141,?,219.21
'HD 188623','F','V','High_Proper_Motion',8.94,6.1468,18.003,-56.715,-0.9,299.771278,-57.440498,9.44,?,?,7.901,7.686,7.648,?,162.69
'HIP 14136','F','V','High_Proper_Motion',8.83,11.2221,50.359,-76.728,3.01,45.570628,-12.62906,9.34,?,?,7.841,7.649,7.592,?,89.11
'HR 6362','A','IV','Normal',6.441,6.3445,3.489,-0.393,-8.7,256.270596,43.812238,6.537,?,?,6.167,6.173,6.162,?,157.62
'HIP 22033','G','V','High_Proper_Motion',10.09,6.1614,60.431,-83.407,-14.54,71.053577,62.075353,10.67,?,?,8.936,8.678,8.59,?,162.3
'HD 92880','K','III','Normal',6.983,1.8519,2.509,-3.075,-17.94,161.466403,72.287957,8.578,?,?,4.222,3.469,3.115,?,539.99
'HD 177519','A','V','Normal',9.42,4.8893,13.09,10.048,1.387,286.513334,-26.470524,9.85,?,?,8.531,8.4,8.359,?,204.53
'HD 55513','A','IV','Normal',9.18,3.5607,-0.232,-4.499,?,108.272833,-2.363589,9.35,?,?,8.754,8.716,8.681,?,280.84
'HR 4417','K','III','Normal',5.806,5.33,-40.46,16.29,-8.3,171.69694,-53.159916,6.303,?,?,4.885,4.393,4.254,?,187.62
'HIP 29367','B','II','Normal',6.83,0.6261,1.021,-2.488,10.1,92.846588,20.905415,7.01,?,?,6.344,6.369,6.298,?,1597.19
'HR 9010','K','II','Normal',5.503,2.0215,3.264,-7.28,-7.54,356.757994,57.451359,7.149,?,?,2.715,2.104,1.815,?,494.68
'HR 619','G','III','Normal',6.38,7.1023,14.425,-46.973,25.11,32.139832,44.45943,7.34,?,?,4.743,5.49,5.44,?,140.8
'HD 29222','A','V','Normal',9.17,1.9875,-1.172,0.175,?,70.054914,62.926796,9.52,?,?,8.39,8.305,8.23,?,503.14
'HIP 62715','G','V','Normal',9.22,8.946,-39.435,11.763,18.26,192.787008,-11.26701,9.87,?,?,8.087,7.834,7.712,?,111.78
'HR 5077','G','III','High_Proper_Motion',6.49,7.3711,11.876,-58.083,-57.8,202.109339,40.729644,7.425,?,?,4.842,4.342,4.376,?,135.66
'HD 189587','F','V','High_Proper_Motion',8.9,5.886,38.228,-62.819,-50.49,300.761945,-48.893533,9.47,?,?,7.818,7.553,7.496,?,169.89
'HR 836','B','V','Normal',?,4.18,2.6,-14.1,8.8,42.323163,17.46431,?,?,?,5.29,5.399,5.405,?,239.23
'HR 2580','K','I','Normal',3.87,1.2869,-3.771,4.066,36.3,103.533134,-24.184211,5.6,?,?,1.27,0.65,0.42,?,777.06
'HD 105365','A','III','Normal',8.68,2.6328,-20.141,3.646,?,182.002455,-58.75306,9.04,?,?,7.961,7.852,7.799,?,379.82
'HD 270302','K','V','Normal',10.26,4.2124,-6.381,101.67,46.2972,88.458555,-68.564297,11.2,10.092,10.912,8.644,8.167,8.074,9.777,237.39
'HIP 24074','G','V','Normal',9.985,1.45,47.868,-43.623,259.4724,77.581176,-62.689045,10.677,9.841,10.817,8.722,8.411,8.319,9.617,689.66
'HIP 88845','F','IV','Normal',8.97,3.4559,1.695,-16.08,-30.64,272.040752,-40.061037,9.43,?,?,8.062,7.905,7.796,?,289.36
'HD 2702','A','V','Normal',7.64,5.2366,-27.449,-23.144,-23.8,7.717875,41.521636,7.82,?,?,7.306,7.26,7.232,?,190.96
'HIP 17436','K','III','High_Proper_Motion',6.53,10.7231,25.296,-84.455,19.37,56.026582,-40.660292,7.62,?,?,4.72,4.04,4.05,?,93.26
'HIP 93558','K','V','Normal',8.77,2.3475,-3.603,-18.37,-38.56,285.831194,9.917356,10.46,?,?,5.799,5.068,4.81,?,425.99
'HIP 44069','F','V','Normal',10.2,2.6633,-11.781,-42.066,?,134.646434,76.530297,10.53,?,?,9.482,9.338,9.329,?,375.47
'HD 234520','K','V','Normal',9.13,2.1132,-6.859,-10.154,-7.42,269.1033,54.05346,10.25,?,?,7.279,6.786,6.665,?,473.22
'HIP 85771','G','V','Normal',7.74,4.4871,-28.376,-50.194,-21.56,262.891254,50.678804,8.77,?,?,5.826,5.338,5.214,?,222.86
'HD 24574','A','V','Normal',8.47,4.8681,-14.236,-7.444,-11.372,58.561232,-10.430909,8.59,?,?,8.216,8.166,8.131,?,205.42
'HIP 58737','F','V','Normal',8.82,7.7341,6.451,-15.752,7.99,180.709544,77.692975,9.27,?,?,8.046,7.868,7.826,?,129.3
'HIP 19845','K','V','Normal',9.93,1.7824,-6.73,-6.742,-38.22,63.814559,77.734879,11.32,?,?,7.585,6.94,6.8,?,561.04
'HD 337388','G','V','Normal',11.1,8.5282,41.508,-12.699,1.86,285.047577,24.702904,11.79,?,?,9.596,9.255,9.182,?,117.26
'HIP 26211','B','V','Normal',8.3,1.5454,1.005,1.922,?,83.789867,5.462215,8.41,?,?,7.92,7.891,7.879,?,647.08
'HD 117507','F','V','High_Proper_Motion',8.84,5.9303,-71.736,-23.333,7.45,202.871002,-43.310423,9.27,?,?,8.003,7.823,7.769,?,168.63
'HR 7789','B','IV','Normal',5.56,2.5972,0.882,-6.543,-11.0,305.514293,24.446101,5.45,?,?,5.557,5.636,5.587,?,385.03
'HR 3633','G','III','Normal',6.5,5.7283,-30.324,-37.675,7.68,138.513302,71.655833,7.47,?,?,5.027,4.519,4.278,?,174.57
'HIP 113793','K','V','Normal',6.82,4.1805,13.941,0.021,-17.46,345.662759,63.340845,8.14,?,?,4.55,3.98,3.795,?,239.21
'HR 5436','F','IV','High_Proper_Motion',?,31.5576,-177.176,9.272,-3.46,217.691959,63.185786,?,?,?,5.264,5.095,5.015,?,31.69
'HD 343509','B','V','Normal',10.0,0.4711,-2.219,9.149,?,284.665874,22.866158,10.17,?,?,9.459,9.441,9.42,?,2122.69
'HR 7774','A','V','Normal',5.938,11.5644,-3.9,-5.007,-8.0,305.000786,13.548088,6.251,?,?,5.35,5.282,5.242,?,86.47
'HD 30107','A','V','Normal',9.29,3.7517,3.364,-20.863,-4.83,72.644476,70.095976,9.6,?,?,8.675,8.567,8.566,?,266.55
'HR 1539','K','III','High_Proper_Motion',6.346,6.8479,28.747,92.712,6.52,71.956571,-30.020372,7.432,?,?,4.505,3.891,3.842,?,146.03
'HIP 80623','K','V','Normal',8.5,3.4312,-11.256,-5.108,-16.81,246.936674,54.5277,9.34,?,?,6.915,6.546,6.437,?,291.44
'HD 123636','G','IV','High_Proper_Motion',9.94,11.9238,-53.201,-21.876,21.28,212.492269,-45.472695,10.68,?,?,8.531,8.184,8.097,?,83.87
'HD 176501','K','V','Normal',9.26,0.8486,7.402,3.318,-21.86,286.003647,-57.798401,10.91,?,?,6.536,5.733,5.492,?,1178.41
'HD 101019','A','V','Normal',8.94,2.0748,-27.839,2.368,?,174.299644,-53.982165,9.1,?,?,8.564,8.507,8.493,?,481.97
'HIP 72138','G','V','Normal',8.0,15.8162,-85.437,47.586,-50.275902,221.33443,-6.734481,8.54,?,?,7.048,6.806,6.762,?,63.23
'HD 124829','F','V','Normal',8.43,8.1458,-34.819,-18.773,8.98,214.273065,-48.171186,8.83,?,?,7.694,7.503,7.437,?,122.76
'HIP 6759','Unknown','V','Normal',5.72,2.5437,-9.212,-30.813,-5.4,21.742058,-32.543178,9.59,?,?,1.44,0.49,-0.02,?,393.13
'HD 12713','K','III','Normal',9.0,4.4389,18.917,-27.259,-10.55,30.637144,-59.843699,10.09,?,?,7.148,6.594,6.464,?,225.28
'HD 28863','B','V','Normal',9.55,2.1129,1.241,6.382,?,67.722421,-43.199845,9.51,?,?,9.619,9.651,9.611,?,473.28
'HIP 56528','M','V','High_Proper_Motion',9.813,110.1711,-71.06,-850.592,17.986,173.862282,-32.539968,11.322,9.278,10.587,6.471,5.856,5.623,8.067,9.08
'HIP 23042','G','V','Normal',8.95,15.4351,36.594,-230.794,-9.78,74.334552,-37.899633,9.58,?,?,7.711,7.434,7.323,?,64.79
'HIP 58401','K','V','High_Proper_Motion',8.91,30.6058,-770.155,-266.415,160.308,179.616717,-41.92201,9.7,?,?,7.33,6.878,6.812,?,32.67
'HD 296081','A','V','Normal',11.53,0.9893,-2.469,-1.8,?,105.877231,-3.38095,11.59,?,?,11.51,11.525,11.476,?,1010.82
'HD 129939','F','V','Normal',8.7,5.7254,-7.211,9.232,6.72,221.424846,-11.318506,9.11,?,?,7.811,7.616,7.614,?,174.66
'HIP 102166','B','V','Normal',7.07,2.8943,8.113,-5.62,?,310.524502,6.507606,6.97,?,?,7.252,7.321,7.272,?,345.51
'HD 232955','A','V','Normal',10.31,1.6397,0.359,-6.217,?,66.884369,53.441734,10.72,?,?,9.5,9.365,9.301,?,609.87
'HIP 37041','G','III','Normal',8.25,1.4424,-2.552,-0.083,32.62,114.17672,-10.638031,8.79,?,?,6.906,6.435,6.326,?,693.29
'HD 52528','K','V','Normal',10.05,0.871,0.517,-3.538,38.52,105.5548,16.524003,11.3,?,?,7.898,7.285,7.136,?,1148.11
'HIP 59362','F','V','High_Proper_Motion',9.25,6.1517,38.032,-62.564,-51.867599,182.683634,45.174917,9.87,?,?,8.216,7.923,7.935,?,162.56
'HIP 35629','K','III','Normal',8.89,1.7917,-3.325,1.223,4.37,110.281438,-2.396934,10.04,?,?,6.857,6.256,6.132,?,558.13
'HIP 2480','K','III','Normal',7.15,2.9082,29.26,-3.446,5.0,7.878147,20.829506,8.49,?,?,5.184,4.532,4.147,?,343.86
'HIP 9776','F','V','Normal',8.5,5.3169,58.418,-4.592,31.58,31.430355,-41.180722,9.02,?,?,7.54,7.342,7.259,?,188.08
'HIP 31008','B','IV','Normal',8.21,0.8067,-2.63,3.032,?,97.610899,-15.102149,8.19,?,?,8.085,8.128,8.124,?,1239.62
'HIP 93945','Unknown','V','Normal',11.45,0.87,1.409,-2.294,-2.32,286.928599,50.954251,12.4,?,?,9.343,8.755,8.626,?,1149.43
'HIP 46805','G','V','High_Proper_Motion',7.67,17.8941,-61.321,-129.008,7.077,143.060187,43.738558,8.19,?,?,6.625,6.419,6.368,?,55.88
'HIP 85113','B','V','Normal',8.2,2.0416,-0.45,-9.037,?,260.923418,-62.842716,8.15,?,?,8.222,8.283,8.243,?,489.81
'HR 1602','K','III','Normal',6.48,2.7692,0.818,-2.79,-23.9,75.096728,39.654654,8.19,?,?,3.514,2.687,2.344,?,361.12
'HD 185708','F','V','Normal',9.68,3.6557,-1.141,6.012,15.66,295.395538,-30.127648,10.19,?,?,8.703,8.493,8.457,?,273.55
'HD 276660','G','V','Normal',9.38,10.9426,-9.685,-63.655,-14.39,69.675832,39.753384,10.2,?,?,8.026,7.658,7.583,?,91.39
'HIP 55103','F','V','Normal',9.71,6.7902,-32.979,-24.829,-6.08,169.225201,39.870487,10.37,?,?,8.635,8.354,8.304,?,147.27
'HD 184139','G','III','Normal',9.59,1.9757,-3.678,-11.81,?,293.530284,-29.161332,10.76,?,?,7.585,7.042,6.892,?,506.15
'HD 88287','K','III','Normal',7.72,2.8117,19.544,-25.965,0.6,152.552969,-30.898488,8.96,?,?,5.643,5.041,4.848,?,355.66
'HIP 14002','F','V','High_Proper_Motion',7.42,10.1873,37.452,-41.771,-21.5,45.071008,31.124965,7.84,?,?,6.484,6.285,6.243,?,98.16
'HD 128690','K','III','Normal',9.67,2.0097,-15.358,-15.813,?,219.798714,-33.077741,10.8,?,?,7.639,7.108,6.946,?,497.59
'HD 91026','B','V','Normal',8.78,1.9533,-14.213,4.386,?,157.193561,-62.588646,8.74,?,?,8.713,8.753,8.78,?,511.95
'HIP 62466','F','V','High_Proper_Motion',8.01,5.7771,-76.513,-8.878,?,192.016742,3.455315,8.4,?,?,7.226,7.087,7.021,?,173.1
'HR 4115','A','V','High_Proper_Motion',5.991,14.7007,-81.764,21.134,6.88,156.855349,-65.704662,6.084,?,?,5.843,5.858,5.788,?,68.02
'HIP 111010','B','V','Normal',9.74,0.7278,-1.956,1.453,?,337.348997,63.237526,10.14,9.77,10.4,8.956,8.851,8.892,9.61,1374.0
'HIP 6581','A','IV','Normal',8.83,5.57,18.85,3.3,-1.9,21.133979,-25.319704,8.97,?,?,8.505,8.463,8.43,?,179.53
'HD 166781','G','III','Normal',7.121,3.3342,7.872,14.095,-35.34,272.764647,26.670805,8.008,?,?,5.599,5.213,5.117,?,299.92
'HD 186421','F','V','Normal',10.04,5.4207,15.571,-44.238,-64.07,296.563464,-45.046211,10.71,?,?,9.213,8.989,8.894,?,184.48
'HD 313615','K','V','Normal',10.01,2.1589,-3.767,-7.035,?,269.965472,-23.32475,11.23,?,?,7.577,6.952,6.746,?,463.2
'HR 4035','M','III','Normal',5.41,4.805,-22.829,-14.784,5.14,154.16974,13.728334,7.02,?,?,2.32,1.48,1.26,?,208.12
'HR 497','K','II','High_Proper_Motion',5.256,15.9813,-82.704,-4.233,13.83,25.535956,-32.326988,6.287,?,?,3.469,2.952,2.845,?,62.57
'HIP 25696','F','V','Normal',7.06,7.3616,10.257,-40.896,12.63,82.319652,32.199455,7.55,?,?,6.096,5.936,5.862,?,135.84
'HIP 15962','K','V','High_Proper_Motion',9.55,23.2174,36.27,-45.292,19.194,51.379799,-6.695589,10.53,?,?,7.84,7.369,7.288,?,43.07
'HIP 44322','F','V','High_Proper_Motion',7.84,8.6705,-29.186,-41.229,18.36,135.398285,-0.001081,8.28,?,?,6.955,6.776,6.725,?,115.33
'HD 340981','G','V','High_Proper_Motion',10.23,6.3031,-11.728,-65.398,-18.62,310.988136,24.857893,10.72,?,?,9.187,8.947,8.93,?,158.65
'HR 3889','A','IV','Normal',6.077,5.22,-44.29,-14.83,27.31,147.458726,21.179422,6.33,?,?,5.574,5.518,5.465,?,191.57
'HD 18441','F','V','Normal',9.08,6.3353,-25.707,-19.205,?,44.668383,24.944071,9.48,?,?,8.264,8.114,8.063,?,157.85
'HR 282','A','V','Normal',6.763,6.7799,11.521,-24.209,17.0,15.014095,44.711125,6.789,?,?,6.809,6.805,6.784,?,147.49
'HIP 106016','A','V','Normal',8.84,3.4395,-4.547,-14.327,?,322.090189,-17.257859,8.98,?,?,8.597,8.605,8.63,?,290.74
'HD 128420','K','III','Normal',9.15,3.0143,12.63,-10.183,23.5,220.272844,-72.319421,10.34,?,?,6.908,6.351,6.16,8.345,331.75
'HD 240467','A','V','Normal',9.32,2.0823,5.454,-10.027,?,359.886126,55.793294,9.42,?,?,9.026,9.02,8.999,?,480.24
'HIP 37365','A','V','Normal',6.84,6.908,-3.561,3.008,-13.8,115.056607,41.163512,6.79,?,?,6.84,6.888,6.89,?,144.76
'HIP 89344','F','V','Normal',8.05,6.8564,-6.11,4.978,?,273.452621,66.472446,8.41,?,?,7.399,7.283,7.244,?,145.85
'HIP 101354','G','III','Normal',8.73,3.6327,13.601,-14.034,10.38,308.117682,-68.598558,9.68,?,?,7.086,6.644,6.51,?,275.28
'HR 5302','K','III','High_Proper_Motion',6.471,7.3232,-123.385,-21.723,7.88413,212.19186,59.337647,7.497,?,?,4.811,4.2,4.16,?,136.55
